canonical_form,classification_path,classification_path_ids,classification_path_ranks,current_name_string,current_taxon_id,data_source_id,data_source_title,data_sources_number,edit_distance,global_id,gni_uuid,imported_at,in_curated_sources,is_known_name,local_id,match_type,match_value,name_string,prescore,score,supplied_name_string,taxon_id,url
Aulacophora similis,Animalia|Arthropoda|Insecta|Coleoptera|Chrysomelidae|Aulacophora|Aulacophora abdominalis,1|54|216|1470|7780|3260118|5808809,kingdom|phylum|class|order|family|genus|species,"Aulacophora abdominalis (Fabricius, 1781)",5808809,11,GBIF Backbone Taxonomy,24,0,,d61b6743-20dd-5275-9c51-bdd8be1ac66f,2016-11-13T19:42:09Z,True,True,,2,Exact match by canonical form,"Aulacophora similis Maulik, 1929",3|0|0,0.988,Agave sisalana,5808814,
Aulacophora quadrimaculata,Animalia|Arthropoda|Insecta|Coleoptera|Chrysomelidae|Aulacophora|Aulacophora quadrimaculata,1|54|216|1470|7780|3260118|5808792,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,27ae488d-034a-5437-bb07-86dece29fc68,2016-11-13T19:44:24Z,True,True,,2,Exact match by canonical form,"Aulacophora quadrimaculata (Fabricius, 1781)",3|0|0,0.988,Agave sisalana,5808792,
Physomerus grossipes,Animalia|Arthropoda|Insecta|Hemiptera|Coreidae|Physomerus|Physomerus grossipes,1|54|216|809|9649|1209327|5733019,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,458e8030-c2dc-5c8b-9780-5372d825c994,2016-11-13T21:42:10Z,True,True,,2,Exact match by canonical form,"Physomerus grossipes (Fabricius, 1794)",3|0|0,0.988,Agave sisalana,5733019,
Megymenum affine,Animalia|Arthropoda|Insecta|Hemiptera|Dinidoridae|Megymenum|Megymenum affine,1|54|216|809|3266521|3266522|4781480,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,1bbcfe68-ddd1-552a-9673-5ed84e090859,2016-11-13T19:37:49Z,True,True,,2,Exact match by canonical form,"Megymenum affine Boisduval, 1835",3|0|0,0.988,Agave sisalana,4781480,
Halticus insularis,Animalia|Arthropoda|Insecta|Hemiptera|Miridae|Halticus|Halticus insularis,1|54|216|809|4319|2010238|6130167,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,640b2e8c-f5d3-5479-a1b6-98aedaa61f26,2016-11-13T19:42:50Z,True,True,,2,Exact match by canonical form,"Halticus insularis Usinger, 1946",3|0|0,0.988,Agave sisalana,6130167,
Lepidosaphes beckii,Animalia|Arthropoda|Insecta|Hemiptera|Diaspididae|Lepidosaphes|Lepidosaphes beckii,1|54|216|809|4521|2088966|2089006,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,bf4b395b-5f17-53f9-a14b-130643ab1a64,2016-11-13T22:07:08Z,True,True,,2,Exact match by canonical form,"Lepidosaphes beckii (Newman, 1869)",3|0|0,0.988,Agave sisalana,2089006,
Diaphania hyalinata,|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Amphiesmenoptera|Lepidoptera|Glossata|Neolepidoptera|Heteroneura|Ditrysia|Obtectomera|Pyraloidea|Crambidae|Spilomelinae|Diaphania|Diaphania hyalinata,131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|85604|7088|41191|41196|41197|37567|104431|37573|268499|581380|390976|1209549,|superkingdom||kingdom||||||phylum|||superclass|class|||subclass|infraclass|superorder|order|suborder|infraorder|parvorder|||superfamily|family|subfamily|genus|species,,,4,NCBI,24,0,,fe242517-de0a-5404-ba7f-13899b500235,2015-09-09T14:06:18Z,True,True,,1,Exact string match,Diaphania hyalinata,3|0|0,0.988,Agave sisalana,1209549,
Stenocatantops splendens,Animalia|Arthropoda|Insecta|Orthoptera|Acrididae|Stenocatantops|Stenocatantops splendens,1|54|216|1458|9394|1712229|1712231,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,36852a51-a648-5f79-ace6-e581c07a3348,2016-11-13T19:39:09Z,True,True,,2,Exact match by canonical form,"Stenocatantops splendens (Thunberg, 1815)",3|0|0,0.988,Agave sisalana,1712231,
Cycas,Plantae|Tracheophyta|Cycadopsida|Cycadales|Cycadaceae|Cycas,6|7707728|228|834|6168|2683206,kingdom|phylum|class|order|family|genus,,,11,GBIF Backbone Taxonomy,24,0,,c3e2f49d-2401-5d23-b708-461accc9143c,2016-11-13T20:56:46Z,True,True,,2,Exact match by canonical form,Cycas L.,1|0|0,0.75,Agave sisalana,2683206,
Anaballus amplicollis,Animalia|Arthropoda|Insecta|Coleoptera|Curculionidae|Anaballus|Anaballus amplicollis,1|54|216|1470|4239|1177740|4291693,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,38df35e4-a4f3-54a0-997e-058dcdc8622a,2016-11-13T20:03:25Z,True,True,,2,Exact match by canonical form,"Anaballus amplicollis Fairmaire, 1849",3|0|0,0.988,Agave sisalana,4291693,
Alciphron glaucus,Animalia|Arthropoda|Insecta|Hemiptera|Pentatomidae|Alciphron|Alciphron glaucus,1|54|216|809|9650|4782384|4782385,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,e90b15d0-d4b8-5358-a57f-e7e8f577aa0e,2016-11-13T20:56:25Z,True,True,,2,Exact match by canonical form,"Alciphron glaucus (Fabricius, 1775)",3|0|0,0.988,Agave sisalana,4782385,
Lepidosaphes carolinensis,Animalia|Arthropoda|Insecta|Hemiptera|Diaspididae|Lepidosaphes|Lepidosaphes carolinensis,1|54|216|809|4521|2088966|2089229,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,9615355b-e609-55ea-a0de-8485e21180df,2016-11-13T22:06:10Z,True,True,,2,Exact match by canonical form,"Lepidosaphes carolinensis Beardsley, 1966",3|0|0,0.988,Agave sisalana,2089229,
Chilades pandava,Chilades pandava,/en/edales_pandava,,,,10,Freebase,24,0,,4aaf0c73-6ecb-5117-8fb1-3880fc55dd20,2012-08-01T14:10:10Z,True,True,,1,Exact string match,Chilades pandava,3|0|0,0.988,Agave sisalana,/en/edales_pandava,
Solanum melongena,Plantae|Tracheophyta|Magnoliopsida|Solanales|Solanaceae|Solanum|Solanum melongena,6|7707728|220|1176|7717|2928997|8347557,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,5b53bd98-5767-5fe5-9cf1-2dc20ced2972,2016-11-13T23:00:48Z,True,True,,2,Exact match by canonical form,Solanum melongena Wall.,3|0|0,0.988,Agave sisalana,8347557,
Epitrix hirtipennis,Animalia|Arthropoda|Insecta|Coleoptera|Chrysomelidae|Epitrix|Epitrix hirtipennis,1|54|216|1470|7780|1048246|1048253,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,5774a4a2-d751-5a91-9bcf-36eaab622cb7,2016-11-13T20:05:29Z,True,True,,2,Exact match by canonical form,"Epitrix hirtipennis (F. E. Melsheimer, 1847)",3|0|0,0.988,Agave sisalana,1048253,
Epitrix hirtipennis,Animalia|Arthropoda|Insecta|Coleoptera|Chrysomelidae|Epitrix|Epitrix hirtipennis,1|54|216|1470|7780|1048246|1048253,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,5774a4a2-d751-5a91-9bcf-36eaab622cb7,2016-11-13T20:05:29Z,True,True,,2,Exact match by canonical form,"Epitrix hirtipennis (F. E. Melsheimer, 1847)",3|0|0,0.988,Agave sisalana,1048253,
Lygus kusaiensis,Animalia|Arthropoda|Insecta|Hemiptera|Miridae|Lygus|Lygus kusaiensis,1|54|216|809|4319|2010563|8324342,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,5b7253ae-f7f0-5183-a4f3-cec4a6b293bc,2016-11-13T19:42:45Z,True,True,,2,Exact match by canonical form,"Lygus kusaiensis Carvalho, 1956",3|0|0,0.988,Agave sisalana,8324342,
Protoparce,Animalia|Arthropoda|Insecta|Lepidoptera|Sphingidae|Protoparce,1|54|216|797|8868|4703461,kingdom|phylum|class|order|family|genus,,,11,GBIF Backbone Taxonomy,24,0,,4ef2e1d3-3764-5c04-a99a-cf0ddb833b1d,2016-11-13T22:43:04Z,True,True,,2,Exact match by canonical form,"Protoparce Burmeister, 1855",1|0|0,0.75,Agave sisalana,4703461,
Ficus,Plantae|Tracheophyta|Magnoliopsida|Rosales|Moraceae|Ficus|Ficus nodosa,6|7707728|220|691|6640|2984588|5570676,kingdom|phylum|class|order|family|genus|species,Ficus nodosa Teijsm. & Binn.,5570676,11,GBIF Backbone Taxonomy,24,0,,564ae956-cc1d-5aee-97f2-e21aaab68afd,2016-11-13T21:47:29Z,True,True,,1,Exact string match,Ficus,1|0|0,0.75,Agave sisalana,8290254,
Ceroplastes ceriferus,Animalia|Arthropoda|Insecta|Hemiptera|Coccidae|Ceroplastes|Ceroplastes pseudoceriferus,1|54|216|809|6963|2092293|2092298,kingdom|phylum|class|order|family|genus|species,"Ceroplastes pseudoceriferus Green, 1935",2092298,11,GBIF Backbone Taxonomy,24,0,,64415ead-5c50-5cd4-ad4f-259ca0d64b3b,2016-11-13T18:58:54Z,True,True,,2,Exact match by canonical form,"Ceroplastes ceriferus Green, 1921",3|0|0,0.988,Agave sisalana,2092299,
Euploea leucostictos,Animalia|Arthropoda|Insecta|Lepidoptera|Nymphalidae|Euploea|Euploea leucostictos,1|54|216|797|7017|1916794|5136414,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,3c70d0b7-4cef-5fb7-b699-86c637ef9606,2016-11-13T20:57:47Z,True,True,,2,Exact match by canonical form,"Euploea leucostictos Gmelin, 1788",3|0|0,0.988,Agave sisalana,5136414,
Zingiber officinale,Plantae|Tracheophyta|Liliopsida|Zingiberales|Zingiberaceae|Zingiber|Zingiber officinale,6|7707728|196|627|4687|2756693|2757280,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,2e48214a-14f8-589d-b73f-14b0e6d849d7,2016-11-13T20:24:09Z,True,True,,2,Exact match by canonical form,Zingiber officinale Roscoe,3|0|0,0.988,Agave sisalana,2757280,
Ostrinia furnacalis,Animalia|Arthropoda|Insecta|Lepidoptera|Crambidae|Ostrinia|Ostrinia furnacalis,1|54|216|797|8841|1886289|1886362,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,cca6855e-2dff-50ad-97aa-49c0668bd955,2016-11-13T21:14:23Z,True,True,,2,Exact match by canonical form,"Ostrinia furnacalis Guenée, 1854",3|0|0,0.988,Agave sisalana,1886362,
Psidium guajava,Plantae|Tracheophyta|Magnoliopsida|Myrtales|Myrtaceae|Psidium|Psidium guajava,6|7707728|220|690|5014|3187232|5420380,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,40b125ac-6959-545f-9354-4585a8f2df8e,2016-11-13T19:32:10Z,True,True,,2,Exact match by canonical form,Psidium guajava L.,3|0|0,0.988,Agave sisalana,5420380,
Saissetia neglecta,Animalia|Arthropoda|Insecta|Hemiptera|Coccidae|Saissetia|Saissetia neglecta,1|54|216|809|6963|2091083|5163430,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,ded51bc4-8b60-59f7-8f4c-4af1472801f5,2016-11-13T21:57:50Z,True,True,,2,Exact match by canonical form,"Saissetia neglecta De Lotto, 1969",3|0|0,0.988,Agave sisalana,5163430,
Kilifia acuminata,Animalia|Arthropoda|Insecta|Hemiptera|Coccidae|Kilifia|Kilifia acuminata,1|54|216|809|6963|2091496|5163553,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,2731be0c-4e52-52c1-b02d-86000496e747,2016-11-13T21:38:29Z,True,True,,2,Exact match by canonical form,"Kilifia acuminata (Signoret, 1873)",3|0|0,0.988,Agave sisalana,5163553,
Kilifia deltoides,Animalia|Arthropoda|Insecta|Hemiptera|Coccidae|Kilifia|Kilifia deltoides,1|54|216|809|6963|2091496|5163561,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,1261c9fb-bde0-5d8c-90cb-07b120b59196,2016-11-13T21:39:07Z,True,True,,2,Exact match by canonical form,"Kilifia deltoides De Lotto, 1965",3|0|0,0.988,Agave sisalana,5163561,
Aleurothrixus floccosus,Animalia|Arthropoda|Insecta|Hemiptera|Aleyrodidae|Aleurothrixus|Aleurothrixus floccosus,1|54|216|809|4304|2012135|2012137,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,245571f7-81d6-518b-8fcc-cdc426312f36,2016-11-13T19:01:29Z,True,True,,2,Exact match by canonical form,"Aleurothrixus floccosus (Maskell, 1896)",3|0|0,0.988,Agave sisalana,2012137,
Parlatoria pergandii,Animalia|Arthropoda|Insecta|Hemiptera|Diaspididae|Parlatoria|Parlatoria pergandii,1|54|216|809|4521|2085650|5162255,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,174e0b9e-839e-5f49-8150-e6934260a69c,2016-11-13T19:32:47Z,True,True,,2,Exact match by canonical form,"Parlatoria pergandii Comstock, 1881",3|0|0,0.988,Agave sisalana,5162255,
Neotermes connexus,Animalia|Arthropoda|Insecta|Isoptera|Kalotermitidae|Neotermes|Neotermes connexus,1|54|216|999|4353|2007329|2007333,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,bb858308-3969-5149-81fd-8cf7eef01eea,2016-11-13T21:53:08Z,True,True,,2,Exact match by canonical form,"Neotermes connexus Snyder, 1922",3|0|0,0.988,Agave sisalana,2007333,
Dudua aprobola,Animalia|Arthropoda|Insecta|Lepidoptera|Tortricidae|Dudua|Dudua aprobola,1|54|216|797|5343|1740814|1740828,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,9b403c72-9714-5afb-92fb-68ed49114490,2016-11-13T22:39:05Z,True,True,,2,Exact match by canonical form,"Dudua aprobola Meyrick, 1886",3|0|0,0.988,Agave sisalana,1740828,
Anua tongaensis,Animalia|Arthropoda|Insecta|Lepidoptera|Noctuidae|Anua|Anua tongaensis,1|54|216|797|7015|1779462|1779563,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,b8cb039d-6dbb-5edb-8dfc-93583fd6ed7d,2016-11-13T23:02:45Z,True,True,,2,Exact match by canonical form,"Anua tongaensis Hampson, 1913",3|0|0,0.988,Agave sisalana,1779563,
Strepsicrates ejectana,Animalia|Arthropoda|Insecta|Lepidoptera|Tortricidae|Strepsicrates|Strepsicrates ejectana,1|54|216|797|5343|1743318|1743319,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,d14c926c-5028-5e28-945d-602472584447,2016-11-13T20:31:07Z,True,True,,2,Exact match by canonical form,"Strepsicrates ejectana Walker, 1863",3|0|0,0.988,Agave sisalana,1743319,
Erythrina variegata,Plantae|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Erythrina|Erythrina variegata,6|7707728|220|1370|5386|2945830|5349581,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,3b23840c-eedc-5e45-9621-afee6d8bb89e,2016-11-13T20:43:05Z,True,True,,2,Exact match by canonical form,Erythrina variegata L.,3|0|0,0.988,Agave sisalana,5349581,
Saissetia miranda,Animalia|Arthropoda|Insecta|Hemiptera|Coccidae|Saissetia|Saissetia miranda,1|54|216|809|6963|2091083|8259259,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,f3aef692-0a0f-5877-bfbe-9d7e7df52be9,2016-11-13T20:25:30Z,True,True,,2,Exact match by canonical form,"Saissetia miranda (Cockerell & Parrott in Cockerell, 1899)",3|0|0,0.988,Agave sisalana,8259259,
Agathodes ostentalis,Animalia|Arthropoda|Insecta|Lepidoptera|Crambidae|Agathodes|Agathodes ostentalis,1|54|216|797|8841|1883459|5127097,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,57173ac4-8d49-5c76-81fa-9a8cfa38ee51,2016-11-13T21:17:09Z,True,True,,2,Exact match by canonical form,"Agathodes ostentalis Geyer, 1837",3|0|0,0.988,Agave sisalana,5127097,
Casuarina equisetifolia,Plantae|Tracheophyta|Magnoliopsida|Fagales|Casuarinaceae|Casuarina|Casuarina equisetifolia,6|7707728|220|1354|5352|2891925|7582441,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,0075095e-367c-5d52-bfea-27b9c5fa5d7d,2016-11-13T21:06:28Z,True,True,,2,Exact match by canonical form,Casuarina equisetifolia Blanco,3|0|0,0.988,Agave sisalana,7582441,
Artocarpus heterophyllus,Plantae|Tracheophyta|Magnoliopsida|Rosales|Moraceae|Artocarpus|Artocarpus heterophyllus,6|7707728|220|691|6640|2984563|2984565,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,abd540d2-9c64-55aa-8ce1-e30c4777ec49,2016-11-13T21:17:44Z,True,True,,2,Exact match by canonical form,Artocarpus heterophyllus Lam.,3|0|0,0.988,Agave sisalana,2984565,
Calophyllum inophyllum,Plantae|Tracheophyta|Magnoliopsida|Malpighiales|Calophyllaceae|Calophyllum|Calophyllum inophyllum,6|7707728|220|1414|4907584|3189443|5421065,kingdom|phylum|class|order|family|genus|species,Calophyllum inophyllum L.,5421065,11,GBIF Backbone Taxonomy,24,0,,2d7b30f1-f012-5b7d-af74-338299dbbce9,2016-11-13T20:59:25Z,True,True,,1,Exact string match,Calophyllum inophyllum,3|0|0,0.988,Agave sisalana,8619169,
Citrus,Plantae|Tracheophyta|Magnoliopsida|Sapindales|Rutaceae|Citrus,6|7707728|220|933|2396|3190155,kingdom|phylum|class|order|family|genus,,,11,GBIF Backbone Taxonomy,24,0,,ac734f2f-e477-558d-bdc4-2b54c3b7367f,2016-11-13T22:36:05Z,True,True,,2,Exact match by canonical form,Citrus L.,1|0|0,0.75,Agave sisalana,3190155,
Eotetranychus cendanai,Animalia|Arthropoda|Arachnida|Prostigmata|Tetranychidae|Eotetranychus|Eotetranychus cendanai,1|54|367|372|6057|2129731|2129742,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,8d63898f-b3ae-5523-941b-8137146e8e79,2016-11-13T19:54:28Z,True,True,,2,Exact match by canonical form,"Eotetranychus cendanai Rimando, 1962",3|0|0,0.988,Agave sisalana,2129742,
Daealus,Animalia|Arthropoda|Insecta|Coleoptera|Curculionidae|Daealus,1|54|216|1470|4239|4745629,kingdom|phylum|class|order|family|genus,,,11,GBIF Backbone Taxonomy,24,0,,9bae7842-f26f-568b-8106-440d7eb384bd,2016-11-13T21:26:09Z,True,True,,2,Exact match by canonical form,"Daealus Zimmerman, 1942",1|0|0,0.75,Agave sisalana,4745629,
Protaetia fusca,Animalia|Arthropoda|Insecta|Coleoptera|Cetoniidae|Protaetia|Protaetia fusca,1|54|216|1470|4204|1080110|1080274,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,12c078e3-5d89-526c-aeea-6547289022a3,2016-11-13T19:24:31Z,True,True,,2,Exact match by canonical form,"Protaetia fusca (Herbst, 1790)",3|0|0,0.988,Agave sisalana,1080274,
Chrysobothris costata,,,,,,168,Index to Organism Names,24,0,,08fc2647-f4e4-5b76-8f74-81936bb37737,2012-02-09T17:37:53Z,True,True,,1,Exact string match,Chrysobothris costata,3|0|0,0.988,Agave sisalana,129210105,http://www.organismnames.com/details.htm?lsid=3878130
Agrilus occipitalis,|Cellular life|Eukaryota|Opisthokonts|Choanoflagellates and animals|Animalia|Epitheliates|Bilateria|Ecdysozoa|Legged ecdysozoa|Arthropoda|Hexapods|Insecta|Pterygota|Coleoptera|Polyphaga|Elateriformia|Buprestoidea|Buprestidae|Agrilinae|Agrilini|Agrilina|Agrilus|Agrilus occipitalis,2822864|2823207|2828118|2843765|2843766|2843767|2843768|17974913|2910040|2910041|2910042|2913524|2913525|2922935|2932506|2936299|2957861|20432391|2936564|2936565|2936566|2936567|2936571|12292567,|above family|above family|above family|above family|unranked|above family|above family|above family|above family|above family|above family|above family|above family|above family|above family|above family||family|subfamily|tribe|subtribe|genus|,,,7,Union 4,24,0,,4c874e5d-2c0f-54d4-8abc-2d9a1156bbf4,2012-08-21T17:12:58Z,True,True,,1,Exact string match,Agrilus occipitalis,3|0|0,0.988,Agave sisalana,12292567,
Unaspis citri,Animalia|Arthropoda|Insecta|Hemiptera|Diaspididae|Unaspis|Unaspis citri,1|54|216|809|4521|2088426|7911763,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,e09ab49c-ef51-54c3-812b-df0830b418ef,2016-11-13T20:36:30Z,True,True,,2,Exact match by canonical form,"Unaspis citri (Comstock, 1883)",3|0|0,0.988,Agave sisalana,7911763,
Aphis citricola,Animalia|Arthropoda|Insecta|Hemiptera|Aphididae|Aphis|Aphis spiraecola,1|54|216|809|3042|8643682|2072761,kingdom|phylum|class|order|family|genus|species,"Aphis spiraecola Patch, 1914",2072761,11,GBIF Backbone Taxonomy,24,0,,1eeab89b-15d5-529f-8188-8ba1d254c89c,2016-11-13T20:34:07Z,True,True,,2,Exact match by canonical form,"Aphis citricola Del Guercio, 1917",3|0|0,0.988,Agave sisalana,2072191,
Aleurocanthus spiniferus,Animalia|Arthropoda|Insecta|Hemiptera|Aleyrodidae|Aleurocanthus|Aleurocanthus spiniferus,1|54|216|809|4304|2012156|2012158,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,24faef2b-162a-5811-b645-c1d92b4d2078,2016-11-13T18:54:33Z,True,True,,2,Exact match by canonical form,"Aleurocanthus spiniferus (Quaintance, 1903)",3|0|0,0.988,Agave sisalana,2012158,
Dialeurodes citrifolii,Animalia|Arthropoda|Insecta|Hemiptera|Aleyrodidae|Singhiella|Singhiella citrifolii,1|54|216|809|4304|3265615|7731255,kingdom|phylum|class|order|family|genus|species,"Singhiella citrifolii (Morgan, 1893)",7731255,11,GBIF Backbone Taxonomy,24,0,,8cf187ad-b40f-540f-911c-4dd77b691611,2016-11-13T19:17:23Z,True,True,,2,Exact match by canonical form,"Dialeurodes citrifolii (Morgan, 1893)",3|0|0,0.988,Agave sisalana,2012141,
Parlatoria zizyphus,Animalia|Arthropoda|Insecta|Hemiptera|Diaspididae|Parlatoria|Parlatoria ziziphi,1|54|216|809|4521|2085650|8416592,kingdom|phylum|class|order|family|genus|species,"Parlatoria ziziphi (Lucas, 1853)",8416592,11,GBIF Backbone Taxonomy,24,0,,b4675469-ff1e-5434-b1cf-9ca1e59faffc,2016-11-13T19:56:30Z,True,True,,2,Exact match by canonical form,"Parlatoria zizyphus Cockerell, 1900",3|0|0,0.988,Agave sisalana,5162278,
Lepidosaphes gloverii,Animalia|Arthropoda|Insecta|Hemiptera|Diaspididae|Lepidosaphes|Lepidosaphes gloverii,1|54|216|809|4521|2088966|8215075,kingdom|phylum|class|order|family|genus|species,"Lepidosaphes gloverii (Packard, 1869)",8215075,11,GBIF Backbone Taxonomy,24,0,,66ee0396-50ec-55e8-bec0-62e110523b69,2016-11-13T22:05:48Z,True,True,,2,Exact match by canonical form,"Lepidosaphes gloverii Kirkaldy, 1902",3|0|0,0.988,Agave sisalana,2089039,
Pseudococcus citriculus,Animalia|Arthropoda|Insecta|Hemiptera|Pseudococcidae|Pseudococcus|Pseudococcus cryptus,1|54|216|809|4534|2081087|2095244,kingdom|phylum|class|order|family|genus|species,"Pseudococcus cryptus Hempel, 1918",2095244,11,GBIF Backbone Taxonomy,24,0,,18494fb0-ca40-5c40-b1fa-c9f13b75293c,2016-11-13T20:22:08Z,True,True,,2,Exact match by canonical form,"Pseudococcus citriculus Green, 1922",3|0|0,0.988,Agave sisalana,2095245,
Abgrallaspis palmae,Animalia|Arthropoda|Insecta|Hemiptera|Diaspididae|Hemiberlesia|Hemiberlesia palmae,1|54|216|809|4521|2083865|2083914,kingdom|phylum|class|order|family|genus|species,"Hemiberlesia palmae (Cockerell, 1893)",2083914,11,GBIF Backbone Taxonomy,24,0,,d06142fa-df35-5c7f-9d15-d59e8e833d89,2016-11-13T22:02:07Z,True,True,,2,Exact match by canonical form,"Abgrallaspis palmae Balachowsky, 1948",3|0|0,0.988,Agave sisalana,2083915,
Parlatoria cinerea,Animalia|Arthropoda|Insecta|Hemiptera|Diaspididae|Parlatoria|Parlatoria cinerea,1|54|216|809|4521|2085650|5162198,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,9ea71b2e-a592-5f59-bf4a-d5517f27c139,2016-11-13T19:37:51Z,True,True,,2,Exact match by canonical form,"Parlatoria cinerea Hadden in Doane & Hadden, 1909",3|0|0,0.988,Agave sisalana,5162198,
Adoxophyes fasciculana,Animalia|Arthropoda|Insecta|Lepidoptera|Tortricidae|Adoxophyes|Adoxophyes fasciculana,1|54|216|797|5343|1740434|1740443,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,83fec07f-8f44-5796-8646-d88909b9528a,2016-11-13T19:29:11Z,True,True,,2,Exact match by canonical form,"Adoxophyes fasciculana Walker, 1866",3|0|0,0.988,Agave sisalana,1740443,
Cryptophlebia peltastica,Animalia|Arthropoda|Insecta|Lepidoptera|Tortricidae|Cryptophlebia|Cryptophlebia peltastica,1|54|216|797|5343|1736951|1736963,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,d166d796-d163-5bc1-b95e-b203f5351baf,2016-11-13T22:51:27Z,True,True,,2,Exact match by canonical form,"Cryptophlebia peltastica Meyrick, 1921",3|0|0,0.988,Agave sisalana,1736963,
Phyllocnistis citrella,Animalia|Arthropoda|Insecta|Lepidoptera|Gracillariidae|Phyllocnistis|Phyllocnistis citrella,1|54|216|797|5487|8057237|1749580,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,f185c601-5997-52b0-b935-28733d5a5543,2016-11-13T21:17:25Z,True,True,,2,Exact match by canonical form,"Phyllocnistis citrella Stainton, 1856",3|0|0,0.988,Agave sisalana,1749580,
Papilio polytes,Animalia|Arthropoda|Insecta|Lepidoptera|Papilionidae|Papilio|Papilio polytes,1|54|216|797|9417|1920784|1938088,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,b9b1dc70-c8f6-5aeb-b6f0-efd8fee28ef6,2016-11-13T18:57:40Z,True,True,,2,Exact match by canonical form,"Papilio polytes Linnaeus, 1758",3|0|0,0.988,Agave sisalana,1938088,
Prays citri,Animalia|Arthropoda|Insecta|Lepidoptera|Yponomeutidae|Prays|Prays citri,1|54|216|797|8874|1830808|1830823,kingdom|phylum|class|order|family|genus|species,,,11,GBIF Backbone Taxonomy,24,0,,8f53ab39-e0e2-5a94-86a3-4ee31dc8738e,2016-11-13T22:50:28Z,True,True,,2,Exact match by canonical form,"Prays citri Millière, 1873",3|0|0,0.988,Agave sisalana,1830823,
